sequence,author
"['old', 'gentlemen\n', 'walk', 'about', 'the', 'streets', 'any', 'hour', 'in', 'the', 'day.', '', 'Sometimes', 'he', 'stopped', 'at\n', 'the', 'fire-place,', 'and', 'sometimes', 'at', 'the', 'door,', 'making', 'believe']",CharlesDickens
"['that', 'he', 'was\n', 'staring', 'with', 'all', 'his', 'might', 'into', 'shop-windows.', '', 'At', 'such', 'times,', 'he', 'would\n', 'look', 'constantly', 'round', 'him,', 'for', 'fear', 'of', 'thieves,', 'and']",CharlesDickens
"['would', 'keep', 'slapping\n', 'all', 'his', 'pockets', 'in', 'turn,', 'to', 'see', 'that', 'he', ""hadn't"", 'lost', 'anything,', 'in', 'such', 'a\n', 'very', 'funny', 'and', 'natural', 'manner,', 'that', 'Oliver']",CharlesDickens
"['laughed', 'till', 'the', 'tears', 'ran\n', 'down', 'his', 'face.', '', 'All', 'this', 'time,', 'the', 'two', 'boys', 'followed', 'him', 'closely', 'about:\n', 'getting', 'out', 'of', 'his', 'sight,', 'so']",CharlesDickens
"['nimbly,', 'every', 'time', 'he', 'turned', 'round,', 'that\n', 'it', 'was', 'impossible', 'to', 'follow', 'their', 'motions.', 'At', 'last,', 'the', 'Dodger', 'trod\n', 'upon', 'his', 'toes,', 'or', 'ran', 'upon']",CharlesDickens
"['his', 'boot', 'accidently,', 'while', 'Charley', 'Bates\n', 'stumbled', 'up', 'against', 'him', 'behind;', 'and', 'in', 'that', 'one', 'moment', 'they', 'took', 'from\n', 'him,', 'with', 'the', 'most', 'extraordinary', 'rapidity,']",CharlesDickens
"['snuff-box,', 'note-case,\n', 'watch-guard,', 'chain,', 'shirt-pin,', 'pocket-handkerchief,', 'even', 'the\n', 'spectacle-case.', '', 'If', 'the', 'old', 'gentlman', 'felt', 'a', 'hand', 'in', 'any', 'one', 'of', 'his\n', 'pockets,', 'he', 'cried']",CharlesDickens
"['out', 'where', 'it', 'was;', 'and', 'then', 'the', 'game', 'began', 'all', 'over\n', 'again.\n', '\n', 'When', 'this', 'game', 'had', 'been', 'played', 'a', 'great', 'many', 'times,', 'a', 'couple']",CharlesDickens
"['of', 'young\n', 'ladies', 'called', 'to', 'see', 'the', 'young', 'gentleman;', 'one', 'of', 'whom', 'was', 'named', 'Bet,\n', 'and', 'the', 'other', 'Nancy.', '', 'They', 'wore', 'a', 'good', 'deal']",CharlesDickens
"['of', 'hair,', 'not', 'very', 'neatly\n', 'turned', 'up', 'behind,', 'and', 'were', 'rather', 'untidy', 'about', 'the', 'shoes', 'and', 'stockings.\n', 'They', 'were', 'not', 'exactly', 'pretty,', 'perhaps;', 'but', 'they']",CharlesDickens
"['had', 'a', 'great', 'deal', 'of\n', 'colour', 'in', 'their', 'faces,', 'and', 'looked', 'quite', 'stout', 'and', 'hearty.', '', 'Being\n', 'remarkably', 'free', 'and', 'agreeable', 'in', 'their', 'manners,', 'Oliver']",CharlesDickens
"['thought', 'them\n', 'very', 'nice', 'girls', 'indeed.', '', 'As', 'there', 'is', 'no', 'doubt', 'they', 'were.\n', '\n', 'The', 'visitors', 'stopped', 'a', 'long', 'time.', 'Spirits', 'were', 'produced,', 'in']",CharlesDickens
"['consequence\n', 'of', 'one', 'of', 'the', 'young', 'ladies', 'complaining', 'of', 'a', 'coldness', 'in', 'her', 'inside;', 'and\n', 'the', 'conversation', 'took', 'a', 'very', 'convivial', 'and', 'improving', 'turn.', 'At']",CharlesDickens
"['length,\n', 'Charley', 'Bates', 'expressed', 'his', 'opinion', 'that', 'it', 'was', 'time', 'to', 'pad', 'the', 'hoof.\n', 'This,', 'it', 'occurred', 'to', 'Oliver,', 'must', 'be', 'French', 'for', 'going', 'out;']",CharlesDickens
"['for', 'directly\n', 'afterwards,', 'the', 'Dodger,', 'and', 'Charley,', 'and', 'the', 'two', 'young', 'ladies,', 'went\n', 'away', 'together,', 'having', 'been', 'kindly', 'furnished', 'by', 'the', 'amiable', 'old', 'Jew', 'with\n']",CharlesDickens
"['money', 'to', 'spend.\n', '\n', ""'There,"", 'my', ""dear,'"", 'said', 'Fagin.', ""'That's"", 'a', 'pleasant', 'life,', ""isn't"", 'it?', 'They\n', 'have', 'gone', 'out', 'for', 'the', ""day.'\n"", '\n', ""'Have"", 'they']",CharlesDickens
"['done', 'work,', ""sir?'"", 'inquired', 'Oliver.\n', '\n', ""'Yes,'"", 'said', 'the', 'Jew;', ""'that"", 'is,', 'unless', 'they', 'should', 'unexpectedly', 'come\n', 'across', 'any,', 'when', 'they', 'are', 'out;', 'and', 'they']",CharlesDickens
"['CHAPTER', 'I.', 'TOM', 'SEEKS', 'NEW', 'ADVENTURES\n', '\n', 'DO', 'you', 'reckon', 'Tom', 'Sawyer', 'was', 'satisfied', 'after', 'all', 'them', 'adventures?', 'I', 'mean\n', 'the', 'adventures', 'we', 'had', 'down']",MarkTwain
"['the', 'river,', 'and', 'the', 'time', 'we', 'set', 'the', 'darky', 'Jim\n', 'free', 'and', 'Tom', 'got', 'shot', 'in', 'the', 'leg.', 'No,', 'he', ""wasn't."", 'It', 'only', 'just', ""p'isoned\n""]",MarkTwain
"['him', 'for', 'more.', 'That', 'was', 'all', 'the', 'effect', 'it', 'had.', 'You', 'see,', 'when', 'we', 'three\n', 'came', 'back', 'up', 'the', 'river', 'in', 'glory,', 'as', 'you', 'may']",MarkTwain
"['say,', 'from', 'that', 'long', 'travel,\n', 'and', 'the', 'village', 'received', 'us', 'with', 'a', 'torchlight', 'procession', 'and', 'speeches,\n', 'and', 'everybody', ""hurrah'd"", 'and', 'shouted,', 'it', 'made', 'us', 'heroes,']",MarkTwain
"['and', 'that', 'was', 'what\n', 'Tom', 'Sawyer', 'had', 'always', 'been', 'hankering', 'to', 'be.\n', '\n', 'For', 'a', 'while', 'he', 'WAS', 'satisfied.', 'Everybody', 'made', 'much', 'of', 'him,', 'and']",MarkTwain
"['he', 'tilted\n', 'up', 'his', 'nose', 'and', 'stepped', 'around', 'the', 'town', 'as', 'though', 'he', 'owned', 'it.', 'Some\n', 'called', 'him', 'Tom', 'Sawyer', 'the', 'Traveler,', 'and', 'that', 'just']",MarkTwain
"['swelled', 'him', 'up', 'fit', 'to\n', 'bust.', 'You', 'see', 'he', 'laid', 'over', 'me', 'and', 'Jim', 'considerable,', 'because', 'we', 'only', 'went\n', 'down', 'the', 'river', 'on', 'a', 'raft']",MarkTwain
"['and', 'came', 'back', 'by', 'the', 'steamboat,', 'but', 'Tom', 'went\n', 'by', 'the', 'steamboat', 'both', 'ways.', 'The', 'boys', 'envied', 'me', 'and', 'Jim', 'a', 'good', 'deal,', 'but\n', 'land!']",MarkTwain
"['they', 'just', 'knuckled', 'to', 'the', 'dirt', 'before', 'TOM.\n', '\n', 'Well,', 'I', ""don't"", 'know;', 'maybe', 'he', 'might', 'have', 'been', 'satisfied', 'if', 'it', ""hadn't"", 'been\n', 'for', 'old']",MarkTwain
"['Nat', 'Parsons,', 'which', 'was', 'postmaster,', 'and', 'powerful', 'long', 'and', 'slim,\n', 'and', 'kind', ""o'"", 'good-hearted', 'and', 'silly,', 'and', 'bald-headed,', 'on', 'account', 'of', 'his\n', 'age,', 'and', 'about']",MarkTwain
"['the', 'talkiest', 'old', 'cretur', 'I', 'ever', 'see.', 'For', 'as', 'much', 'as', 'thirty\n', 'years', ""he'd"", 'been', 'the', 'only', 'man', 'in', 'the', 'village', 'that', 'had', 'a', 'reputation--I\n']",MarkTwain
"['mean', 'a', 'reputation', 'for', 'being', 'a', 'traveler,', 'and', 'of', 'course', 'he', 'was', 'mortal\n', 'proud', 'of', 'it,', 'and', 'it', 'was', 'reckoned', 'that', 'in', 'the', 'course', 'of']",MarkTwain
"['that', 'thirty', 'years\n', 'he', 'had', 'told', 'about', 'that', 'journey', 'over', 'a', 'million', 'times', 'and', 'enjoyed', 'it', 'every\n', 'time.', 'And', 'now', 'comes', 'along', 'a', 'boy', 'not']",MarkTwain
"['quite', 'fifteen,', 'and', 'sets', 'everybody\n', 'admiring', 'and', 'gawking', 'over', 'HIS', 'travels,', 'and', 'it', 'just', 'give', 'the', 'poor', 'old\n', 'man', 'the', 'high', 'strikes.', 'It', 'made', 'him']",MarkTwain
"['sick', 'to', 'listen', 'to', 'Tom,', 'and', 'to', 'hear', 'the\n', 'people', 'say', 'ï¿½My', 'land!ï¿½', 'ï¿½Did', 'you', 'ever!ï¿½', 'ï¿½My', 'goodness', 'sakes', 'alive!ï¿½', 'and\n', 'all', 'such', 'things;', 'but']",MarkTwain
"['he', ""couldn't"", 'pull', 'away', 'from', 'it,', 'any', 'more', 'than', 'a', 'fly\n', ""that's"", 'got', 'its', 'hind', 'leg', 'fast', 'in', 'the', 'molasses.', 'And', 'always', 'when', 'Tom', 'come\n']",MarkTwain
"['to', 'a', 'rest,', 'the', 'poor', 'old', 'cretur', 'would', 'chip', 'in', 'on', 'HIS', 'same', 'old', 'travels\n', 'and', 'work', 'them', 'for', 'all', 'they', 'were', 'worth;', 'but', 'they']",MarkTwain
"['were', 'pretty', 'faded,', 'and\n', ""didn't"", 'go', 'for', 'much,', 'and', 'it', 'was', 'pitiful', 'to', 'see.', 'And', 'then', 'Tom', 'would', 'take\n', 'another', 'innings,', 'and', 'then', 'the', 'old']",MarkTwain
"['man', 'again--and', 'so', 'on,', 'and', 'so', 'on,', 'for\n', 'an', 'hour', 'and', 'more,', 'each', 'trying', 'to', 'beat', 'out', 'the', 'other.\n', '\n', 'You', 'see,', ""Parsons'"", 'travels', 'happened']",MarkTwain
"['like', 'this:', 'When', 'he', 'first', 'got', 'to\n', 'be', 'postmaster', 'and', 'was', 'green', 'in', 'the', 'business,', 'there', 'come', 'a', 'letter\n', 'for', 'somebody', 'he', ""didn't"", 'know,', 'and']",MarkTwain
"['there', ""wasn't"", 'any', 'such', 'person', 'in', 'the\n', 'village.', 'Well,', 'he', ""didn't"", 'know', 'what', 'to', 'do,', 'nor', 'how', 'to', 'act,', 'and', 'there', 'the\n', 'letter', 'stayed', 'and']",MarkTwain
"['stayed,', 'week', 'in', 'and', 'week', 'out,', 'till', 'the', 'bare', 'sight', 'of\n', 'it', 'gave', 'him', 'a', 'conniption.', 'The', 'postage', ""wasn't"", 'paid', 'on', 'it,', 'and', 'that', 'was\n']",MarkTwain
"['another', 'thing', 'to', 'worry', 'about.', 'There', ""wasn't"", 'any', 'way', 'to', 'collect', 'that', 'ten\n', 'cents,', 'and', 'he', ""reckon'd"", 'the', ""gov'ment"", 'would', 'hold', 'him', 'responsible', 'for', 'it\n']",MarkTwain
"['and', 'maybe', 'turn', 'him', 'out', 'besides,', 'when', 'they', 'found', 'he', ""hadn't"", 'collected', 'it.\n', 'Well,', 'at', 'last', 'he', ""couldn't"", 'stand', 'it', 'any', 'longer.', 'He', ""couldn't"", 'sleep']",MarkTwain
"['nights,\n', 'he', ""couldn't"", 'eat,', 'he', 'was', 'thinned', 'down', 'to', 'a', 'shadder,', 'yet', 'he', ""da'sn't"", 'ask\n', ""anybody's"", 'advice,', 'for', 'the', 'very', 'person', 'he', 'asked', 'for', 'advice']",MarkTwain
"['might', 'go', 'back\n', 'on', 'him', 'and', 'let', 'the', ""gov'ment"", 'know', 'about', 'the', 'letter.', 'He', 'had', 'the', 'letter\n', 'buried', 'under', 'the', 'floor,', 'but', 'that', 'did', 'no']",MarkTwain
"['good;', 'if', 'he', 'happened', 'to', 'see\n', 'a', 'person', 'standing', 'over', 'the', 'place', ""it'd"", 'give', 'him', 'the', 'cold', 'shivers,', 'and\n', 'loaded', 'him', 'up', 'with', 'suspicions,', 'and']",MarkTwain
"['he', 'would', 'sit', 'up', 'that', 'night', 'till', 'the\n', 'town', 'was', 'still', 'and', 'dark,', 'and', 'then', 'he', 'would', 'sneak', 'there', 'and', 'get', 'it', 'out\n', 'and', 'bury']",MarkTwain
"['it', 'in', 'another', 'place.', 'Of', 'course,', 'people', 'got', 'to', 'avoiding', 'him', 'and\n', 'shaking', 'their', 'heads', 'and', 'whispering,', 'because,', 'the', 'way', 'he', 'was', 'looking', 'and\n', 'acting,']",MarkTwain
"['they', 'judged', 'he', 'had', 'killed', 'somebody', 'or', 'done', 'something', 'terrible,\n', 'they', ""didn't"", 'know', 'what,', 'and', 'if', 'he', 'had', 'been', 'a', 'stranger', 'they', ""would've\n"", 'lynched', 'him.\n']",MarkTwain
"['\n', 'Well,', 'as', 'I', 'was', 'saying,', 'it', 'got', 'so', 'he', ""couldn't"", 'stand', 'it', 'any', 'longer;', 'so\n', 'he', 'made', 'up', 'his', 'mind', 'to', 'pull', 'out', 'for']",MarkTwain
"['Washington,', 'and', 'just', 'go', 'to', 'the\n', 'President', 'of', 'the', 'United', 'States', 'and', 'make', 'a', 'clean', 'breast', 'of', 'the', 'whole\n', 'thing,', 'not', 'keeping', 'back', 'an', 'atom,']",MarkTwain
"['and', 'then', 'fetch', 'the', 'letter', 'out', 'and', 'lay\n', 'it', 'before', 'the', 'whole', ""gov'ment,"", 'and', 'say,', 'ï¿½Now,', 'there', 'she', 'is--do', 'with', 'me\n', 'what', ""you're"", 'a', 'mind']",MarkTwain
"['to;', 'though', 'as', 'heaven', 'is', 'my', 'judge', 'I', 'am', 'an', 'innocent', 'man\n', 'and', 'not', 'deserving', 'of', 'the', 'full', 'penalties', 'of', 'the', 'law', 'and', 'leaving', 'behind\n']",MarkTwain
"['me', 'a', 'family', 'that', 'must', 'starve', 'and', 'yet', ""hadn't"", 'had', 'a', 'thing', 'to', 'do', 'with', 'it,\n', 'which', 'is', 'the', 'whole', 'truth', 'and', 'I', 'can', 'swear']",MarkTwain
"['to', 'it.ï¿½\n', '\n', 'So', 'he', 'did', 'it.', 'He', 'had', 'a', 'little', 'wee', 'bit', 'of', 'steamboating,', 'and', 'some\n', 'stage-coaching,', 'but', 'all', 'the', 'rest', 'of', 'the', 'way']",MarkTwain
"['was', 'horseback,', 'and', 'it', 'took\n', 'him', 'three', 'weeks', 'to', 'get', 'to', 'Washington.', 'He', 'saw', 'lots', 'of', 'land', 'and', 'lots', 'of\n', 'villages', 'and', 'four', 'cities.', 'He']",MarkTwain
"['was', 'gone', ""'most"", 'eight', 'weeks,', 'and', 'there', 'never\n', 'was', 'such', 'a', 'proud', 'man', 'in', 'the', 'village', 'as', 'he', 'when', 'he', 'got', 'back.', 'His', 'travels\n', 'made']",MarkTwain
"['him', 'the', 'greatest', 'man', 'in', 'all', 'that', 'region,', 'and', 'the', 'most', 'talked', 'about;\n', 'and', 'people', 'come', 'from', 'as', 'much', 'as', 'thirty', 'miles', 'back', 'in', 'the']",MarkTwain
"['country,', 'and\n', 'from', 'over', 'in', 'the', 'Illinois', 'bottoms,', 'too,', 'just', 'to', 'look', 'at', 'him--and', 'there\n', ""they'd"", 'stand', 'and', 'gawk,', 'and', ""he'd"", 'gabble.', 'You', 'never', 'see']",MarkTwain
"['anything', 'like', 'it.\n', '\n', 'Well,', 'there', ""wasn't"", 'any', 'way', 'now', 'to', 'settle', 'which', 'was', 'the', 'greatest\n', 'traveler;', 'some', 'said', 'it', 'was', 'Nat,', 'some', 'said', 'it']",MarkTwain
"['was', 'Tom.', 'Everybody', 'allowed\n', 'that', 'Nat', 'had', 'seen', 'the', 'most', 'longitude,', 'but', 'they', 'had', 'to', 'give', 'in', 'that\n', 'whatever', 'Tom', 'was', 'short', 'in', 'longitude', 'he']",MarkTwain
"['had', 'made', 'up', 'in', 'latitude', 'and\n', 'climate.', 'It', 'was', 'about', 'a', 'stand-off;', 'so', 'both', 'of', 'them', 'had', 'to', 'whoop', 'up', 'their\n', 'dangerous', 'adventures,', 'and', 'try']",MarkTwain
"['to', 'get', 'ahead', 'THAT', 'way.', 'That', 'bullet-wound\n', 'in', ""Tom's"", 'leg', 'was', 'a', 'tough', 'thing', 'for', 'Nat', 'Parsons', 'to', 'buck', 'against,', 'but', 'he\n', 'bucked', 'the', 'best']",MarkTwain
"['he', 'could;', 'and', 'at', 'a', 'disadvantage,', 'too,', 'for', 'Tom', ""didn't"", 'set\n', 'still', 'as', ""he'd"", 'orter', 'done,', 'to', 'be', 'fair,', 'but', 'always', 'got', 'up', 'and', 'sauntered\n']",MarkTwain
"['around', 'and', 'worked', 'his', 'limp', 'while', 'Nat', 'was', 'painting', 'up', 'the', 'adventure', 'that\n', 'HE', 'had', 'in', 'Washington;', 'for', 'Tom', 'never', 'let', 'go', 'that', 'limp', 'when']",MarkTwain
"['his', 'leg', 'got\n', 'well,', 'but', 'practiced', 'it', 'nights', 'at', 'home,', 'and', 'kept', 'it', 'good', 'as', 'new', 'right\n', 'along.\n', '\n', ""Nat's"", 'adventure', 'was', 'like', 'this;', 'I']",MarkTwain
"[""don't"", 'know', 'how', 'true', 'it', 'is;', 'maybe', 'he', 'got\n', 'it', 'out', 'of', 'a', 'paper,', 'or', 'somewhere,', 'but', 'I', 'will', 'say', 'this', 'for', 'him,', 'that', 'he\n']",MarkTwain
"['DID', 'know', 'how', 'to', 'tell', 'it.', 'He', 'could', 'make', ""anybody's"", 'flesh', 'crawl,', 'and', ""he'd\n"", 'turn', 'pale', 'and', 'hold', 'his', 'breath', 'when', 'he', 'told', 'it,', 'and']",MarkTwain
"['sometimes', 'women', 'and\n', 'girls', 'got', 'so', 'faint', 'they', ""couldn't"", 'stick', 'it', 'out.', 'Well,', 'it', 'was', 'this', 'way,', 'as\n', 'near', 'as', 'I', 'can', 'remember:\n', '\n', 'He']",MarkTwain
"['come', 'a-loping', 'into', 'Washington,', 'and', 'put', 'up', 'his', 'horse', 'and', 'shoved', 'out', 'to\n', 'the', ""President's"", 'house', 'with', 'his', 'letter,', 'and', 'they', 'told', 'him', 'the', 'President\n']",MarkTwain
"['was', 'up', 'to', 'the', 'Capitol,', 'and', 'just', 'going', 'to', 'start', 'for', 'Philadelphia--not', 'a\n', 'minute', 'to', 'lose', 'if', 'he', 'wanted', 'to', 'catch', 'him.', 'Nat', ""'most"", 'dropped,']",MarkTwain
"['it', 'made', 'him\n', 'so', 'sick.', 'His', 'horse', 'was', 'put', 'up,', 'and', 'he', ""didn't"", 'know', 'what', 'to', 'do.', 'But', 'just\n', 'then', 'along', 'comes', 'a', 'darky', 'driving']",MarkTwain
"['an', 'old', 'ramshackly', 'hack,', 'and', 'he', 'see', 'his\n', 'chance.', 'He', 'rushes', 'out', 'and', 'shouts:', 'ï¿½A', 'half', 'a', 'dollar', 'if', 'you', 'git', 'me', 'to\n', 'the', 'Capitol']",MarkTwain
"['in', 'half', 'an', 'hour,', 'and', 'a', 'quarter', 'extra', 'if', 'you', 'do', 'it', 'in', 'twenty\n', 'minutes!ï¿½\n', '\n', 'ï¿½Done!ï¿½', 'says', 'the', 'darky.\n', '\n', 'Nat', 'he', 'jumped', 'in']",MarkTwain
"['and', 'slammed', 'the', 'door,', 'and', 'away', 'they', 'went', 'a-ripping', 'and\n', 'a-tearing', 'over', 'the', 'roughest', 'road', 'a', 'body', 'ever', 'see,', 'and', 'the', 'racket', 'of', 'it\n', 'was']",MarkTwain
"['something', 'awful.', 'Nat', 'passed', 'his', 'arms', 'through', 'the', 'loops', 'and', 'hung', 'on\n', 'for', 'life', 'and', 'death,', 'but', 'pretty', 'soon', 'the', 'hack', 'hit', 'a', 'rock', 'and']",MarkTwain
"['flew', 'up', 'in\n', 'the', 'air,', 'and', 'the', 'bottom', 'fell', 'out,', 'and', 'when', 'it', 'come', 'down', ""Nat's"", 'feet', 'was\n', 'on', 'the', 'ground,', 'and', 'he', 'see', 'he']",MarkTwain
"['was', 'in', 'the', 'most', 'desperate', 'danger', 'if', 'he\n', ""couldn't"", 'keep', 'up', 'with', 'the', 'hack.', 'He', 'was', 'horrible', 'scared,', 'but', 'he', 'laid', 'into\n', 'his', 'work', 'for']",MarkTwain
"['all', 'he', 'was', 'worth,', 'and', 'hung', 'tight', 'to', 'the', 'arm-loops', 'and', 'made\n', 'his', 'legs', 'fairly', 'fly.', 'He', 'yelled', 'and', 'shouted', 'to', 'the', 'driver', 'to', 'stop,']",MarkTwain
"['and\n', 'so', 'did', 'the', 'crowds', 'along', 'the', 'street,', 'for', 'they', 'could', 'see', 'his', 'legs', 'spinning\n', 'along', 'under', 'the', 'coach,', 'and', 'his', 'head', 'and', 'shoulders', 'bobbing']",MarkTwain
"['inside', 'through\n', 'the', 'windows,', 'and', 'he', 'was', 'in', 'awful', 'danger;', 'but', 'the', 'more', 'they', 'all', 'shouted\n', 'the', 'more', 'the', 'nigger', 'whooped', 'and', 'yelled', 'and', 'lashed']",MarkTwain
"['the', 'horses', 'and\n', 'shouted,', ""ï¿½Don't"", 'you', 'fret,', ""I'se"", 'gwine', 'to', 'git', 'you', 'dah', 'in', 'time,', 'boss;', ""I's\n"", 'gwine', 'to', 'do', 'it,', ""sho'!ï¿½"", 'for', 'you', 'see']",MarkTwain
"['he', 'thought', 'they', 'were', 'all', 'hurrying\n', 'him', 'up,', 'and,', 'of', 'course,', 'he', ""couldn't"", 'hear', 'anything', 'for', 'the', 'racket', 'he', 'was\n', 'making.', 'And', 'so', 'they', 'went']",MarkTwain
"['ripping', 'along,', 'and', 'everybody', 'just', 'petrified\n', 'to', 'see', 'it;', 'and', 'when', 'they', 'got', 'to', 'the', 'Capitol', 'at', 'last', 'it', 'was', 'the', 'quickest\n', 'trip', 'that', 'ever']",MarkTwain
"['was', 'made,', 'and', 'everybody', 'said', 'so.', 'The', 'horses', 'laid', 'down,\n', 'and', 'Nat', 'dropped,', 'all', 'tuckered', 'out,', 'and', 'he', 'was', 'all', 'dust', 'and', 'rags\n', 'and', 'barefooted;']",MarkTwain
"['but', 'he', 'was', 'in', 'time', 'and', 'just', 'in', 'time,', 'and', 'caught', 'the\n', 'President', 'and', 'give', 'him', 'the', 'letter,', 'and', 'everything', 'was', 'all', 'right,', 'and', 'the\n']",MarkTwain
"['President', 'give', 'him', 'a', 'free', 'pardon', 'on', 'the', 'spot,', 'and', 'Nat', 'give', 'the', 'nigger\n', 'two', 'extra', 'quarters', 'instead', 'of', 'one,', 'because', 'he', 'could', 'see', 'that']",MarkTwain
"['if', 'he\n', ""hadn't"", 'had', 'the', 'hack', 'he', ""wouldn't'a'"", 'got', 'there', 'in', 'time,', 'nor', 'anywhere', 'near\n', 'it.\n', '\n', 'It', 'WAS', 'a', 'powerful', 'good', 'adventure,', 'and', 'Tom']",MarkTwain
"['Sawyer', 'had', 'to', 'work', 'his\n', 'bullet-wound', 'mighty', 'lively', 'to', 'hold', 'his', 'own', 'against', 'it.\n', '\n', 'Well,', 'by', 'and', 'by', ""Tom's"", 'glory', 'got', 'to', 'paling', 'down']",MarkTwain
"[""gradu'ly,"", 'on', 'account\n', 'of', 'other', 'things', 'turning', 'up', 'for', 'the', 'people', 'to', 'talk', 'about--first', 'a\n', 'horse-race,', 'and', 'on', 'top', 'of', 'that', 'a', 'house', 'afire,', 'and']",MarkTwain
"['on', 'top', 'of', 'that', 'the\n', 'circus,', 'and', 'on', 'top', 'of', 'that', 'the', 'eclipse;', 'and', 'that', 'started', 'a', 'revival,', 'same\n', 'as', 'it', 'always', 'does,', 'and', 'by']",MarkTwain
"['that', 'time', 'there', ""wasn't"", 'any', 'more', 'talk', 'about\n', 'Tom,', 'so', 'to', 'speak,', 'and', 'you', 'never', 'see', 'a', 'person', 'so', 'sick', 'and', 'disgusted.\n', '\n', 'Pretty', 'soon']",MarkTwain
"['he', 'got', 'to', 'worrying', 'and', 'fretting', 'right', 'along', 'day', 'in', 'and', 'day\n', 'out,', 'and', 'when', 'I', 'asked', 'him', 'what', 'WAS', 'he', 'in', 'such', 'a', 'state']",MarkTwain
"['about,', 'he', 'said\n', 'it', ""'most"", 'broke', 'his', 'heart', 'to', 'think', 'how', 'time', 'was', 'slipping', 'away,', 'and', 'him\n', 'getting', 'older', 'and', 'older,', 'and', 'no', 'wars', 'breaking']",MarkTwain
"['out', 'and', 'no', 'way', 'of', 'making\n', 'a', 'name', 'for', 'himself', 'that', 'he', 'could', 'see.', 'Now', 'that', 'is', 'the', 'way', 'boys', 'is', 'always\n', 'thinking,', 'but', 'he']",MarkTwain
"['was', 'the', 'first', 'one', 'I', 'ever', 'heard', 'come', 'out', 'and', 'say', 'it.\n', '\n', 'So', 'then', 'he', 'set', 'to', 'work', 'to', 'get', 'up', 'a', 'plan', 'to']",MarkTwain
"['make', 'him', 'celebrated;', 'and\n', 'pretty', 'soon', 'he', 'struck', 'it,', 'and', 'offered', 'to', 'take', 'me', 'and', 'Jim', 'in.', 'Tom', 'Sawyer\n', 'was', 'always', 'free', 'and', 'generous', 'that']",MarkTwain
"['way.', ""There's"", 'a-plenty', 'of', 'boys', ""that's\n"", 'mighty', 'good', 'and', 'friendly', 'when', ""YOU'VE"", 'got', 'a', 'good', 'thing,', 'but', 'when', 'a', 'good\n', 'thing', 'happens', 'to', 'come', 'their']",MarkTwain
"['way', 'they', ""don't"", 'say', 'a', 'word', 'to', 'you,', 'and', 'try', 'to\n', 'hog', 'it', 'all.', 'That', ""warn't"", 'ever', 'Tom', ""Sawyer's"", 'way,', 'I', 'can', 'say', 'that', 'for']",MarkTwain
"['him.\n', ""There's"", 'plenty', 'of', 'boys', 'that', 'will', 'come', 'hankering', 'and', 'groveling', 'around', 'you\n', 'when', ""you've"", 'got', 'an', 'apple', 'and', 'beg', 'the', 'core', 'off', 'of', 'you;']",MarkTwain
"['but', 'when', ""they've\n"", 'got', 'one,', 'and', 'you', 'beg', 'for', 'the', 'core', 'and', 'remind', 'them', 'how', 'you', 'give', 'them\n', 'a', 'core', 'one', 'time,', 'they', 'say', 'thank']",MarkTwain
"['you', ""'most"", 'to', 'death,', 'but', 'there', ""ain't\n"", 'a-going', 'to', 'be', 'no', 'core.', 'But', 'I', 'notice', 'they', 'always', 'git', 'come', 'up', 'with;', 'all\n', 'you', 'got', 'to']",MarkTwain
"['do', 'is', 'to', 'wait.\n', '\n', 'Well,', 'we', 'went', 'out', 'in', 'the', 'woods', 'on', 'the', 'hill,', 'and', 'Tom', 'told', 'us', 'what', 'it', 'was.\n', 'It', 'was', 'a']",MarkTwain
"['crusade.\n', '\n', ""ï¿½What's"", 'a', 'crusade?ï¿½', 'I', 'says.\n', '\n', 'He', 'looked', 'scornful,', 'the', 'way', ""he's"", 'always', 'done', 'when', 'he', 'was', 'ashamed', 'of', 'a\n', 'person,', 'and', 'says:\n']",MarkTwain
"['\n', 'ï¿½Huck', 'Finn,', 'do', 'you', 'mean', 'to', 'tell', 'me', 'you', ""don't"", 'know', 'what', 'a', 'crusade', 'is?ï¿½\n', '\n', 'ï¿½No,ï¿½', 'says', 'I,', 'ï¿½I', ""don't."", 'And', 'I', ""don't""]",MarkTwain
"['care', 'to,', 'nuther.', ""I've"", 'lived', 'till', 'now\n', 'and', 'done', 'without', 'it,', 'and', 'had', 'my', 'health,', 'too.', 'But', 'as', 'soon', 'as', 'you', 'tell', 'me,\n', ""I'll"", 'know,']",MarkTwain
"['and', ""that's"", 'soon', 'enough.', 'I', ""don't"", 'see', 'any', 'use', 'in', 'finding', 'out\n', 'things', 'and', 'clogging', 'up', 'my', 'head', 'with', 'them', 'when', 'I', ""mayn't"", 'ever', 'have']",MarkTwain
"['any\n', 'occasion', 'to', 'use', ""'em."", 'There', 'was', 'Lance', 'Williams,', 'he', 'learned', 'how', 'to', 'talk\n', 'Choctaw', 'here', 'till', 'one', 'come', 'and', 'dug', 'his', 'grave', 'for', 'him.']",MarkTwain
"['Now,', 'then,', ""what's\n"", 'a', 'crusade?', 'But', 'I', 'can', 'tell', 'you', 'one', 'thing', 'before', 'you', 'begin;', 'if', ""it's"", 'a\n', 'patent-right,', ""there's"", 'no', 'money', 'in', 'it.', 'Bill']",MarkTwain
