sequences,author
"['for\n', 'any', 'observation', 'on', 'the', 'good', ""lady's"", 'part,', 'proceeded.\n', '\n', ""'I"", ""don't"", 'mean', 'a', 'regular', 'mute', 'to', 'attend', 'grown-up', 'people,', 'my', 'dear,', 'but\n', 'only', 'for']",CharlesDickens
"[""children's"", 'practice.', '', 'It', 'would', 'be', 'very', 'new', 'to', 'have', 'a', 'mute', 'in\n', 'proportion,', 'my', 'dear.', '', 'You', 'may', 'depend', 'upon', 'it,', 'it', 'would', 'have']",CharlesDickens
"['a', 'superb\n', ""effect.'\n"", '\n', 'Mrs.', 'Sowerberry,', 'who', 'had', 'a', 'good', 'deal', 'of', 'taste', 'in', 'the', 'undertaking', 'way,\n', 'was', 'much', 'struck', 'by', 'the', 'novelty', 'of', 'this']",CharlesDickens
"['idea;', 'but,', 'as', 'it', 'would', 'have', 'been\n', 'compromising', 'her', 'dignity', 'to', 'have', 'said', 'so,', 'under', 'existing', 'circumstances,\n', 'she', 'merely', 'inquired,', 'with', 'much', 'sharpness,', 'why', 'such']",CharlesDickens
"['an', 'obvious\n', 'suggestion', 'had', 'not', 'presented', 'itself', 'to', 'her', ""husband's"", 'mind', 'before?', '', 'Mr.\n', 'Sowerberry', 'rightly', 'construed', 'this,', 'as', 'an', 'acquiescence', 'in', 'his\n', 'proposition;', 'it']",CharlesDickens
"['was', 'speedily', 'determined,', 'therefore,', 'that', 'Oliver', 'should\n', 'be', 'at', 'once', 'initiated', 'into', 'the', 'mysteries', 'of', 'the', 'trade;', 'and,', 'with', 'this\n', 'view,', 'that', 'he', 'should', 'accompany']",CharlesDickens
"['his', 'master', 'on', 'the', 'very', 'next', 'occasion', 'of\n', 'his', 'services', 'being', 'required.\n', '\n', 'The', 'occasion', 'was', 'not', 'long', 'in', 'coming.', '', 'Half', 'an', 'hour', 'after']",CharlesDickens
"['breakfast', 'next\n', 'morning,', 'Mr.', 'Bumble', 'entered', 'the', 'shop;', 'and', 'supporting', 'his', 'cane', 'against\n', 'the', 'counter,', 'drew', 'forth', 'his', 'large', 'leathern', 'pocket-book:', 'from', 'which', 'he\n', 'selected']",CharlesDickens
"['a', 'small', 'scrap', 'of', 'paper,', 'which', 'he', 'handed', 'over', 'to', 'Sowerberry.\n', '\n', ""'Aha!'"", 'said', 'the', 'undertaker,', 'glancing', 'over', 'it', 'with', 'a', 'lively', 'countenance;\n', ""'an"", 'order']",CharlesDickens
"['for', 'a', 'coffin,', ""eh?'\n"", '\n', ""'For"", 'a', 'coffin', 'first,', 'and', 'a', 'porochial', 'funeral', ""afterwards,'"", 'replied', 'Mr.\n', 'Bumble,', 'fastening', 'the', 'strap', 'of', 'the', 'leathern', 'pocket-book:', 'which,']",CharlesDickens
"['like\n', 'himself,', 'was', 'very', 'corpulent.\n', '\n', ""'Bayton,'"", 'said', 'the', 'undertaker,', 'looking', 'from', 'the', 'scrap', 'of', 'paper', 'to', 'Mr.\n', 'Bumble.', '', ""'I"", 'never', 'heard', 'the', 'name']",CharlesDickens
"[""before.'\n"", '\n', 'Bumble', 'shook', 'his', 'head,', 'as', 'he', 'replied,', ""'Obstinate"", 'people,', 'Mr.\n', 'Sowerberry;', 'very', 'obstinate.', '', 'Proud,', 'too,', ""I'm"", 'afraid,', ""sir.'\n"", '\n', ""'Proud,"", ""eh?'"", 'exclaimed']",CharlesDickens
"['Mr.', 'Sowerberry', 'with', 'a', 'sneer.', '', ""'Come,"", ""that's"", 'too\n', ""much.'\n"", '\n', ""'Oh,"", ""it's"", ""sickening,'"", 'replied', 'the', 'beadle.', '', ""'Antimonial,"", 'Mr.', ""Sowerberry!'\n"", '\n', ""'So"", 'it', ""is,'""]",CharlesDickens
"['acquiesced', 'the', 'undertaker.\n', '\n', ""'We"", 'only', 'heard', 'of', 'the', 'family', 'the', 'night', 'before', ""last,'"", 'said', 'the', 'beadle;\n', ""'and"", 'we', ""shouldn't"", 'have', 'known', 'anything', 'about', 'them,']",CharlesDickens
"['then,', 'only', 'a', 'woman\n', 'who', 'lodges', 'in', 'the', 'same', 'house', 'made', 'an', 'application', 'to', 'the', 'porochial\n', 'committee', 'for', 'them', 'to', 'send', 'the', 'porochial', 'surgeon', 'to']",CharlesDickens
"['see', 'a', 'woman', 'as', 'was\n', 'very', 'bad.', '', 'He', 'had', 'gone', 'out', 'to', 'dinner;', 'but', 'his', ""'prentice"", '(which', 'is', 'a\n', 'very', 'clever', 'lad)', 'sent', ""'em""]",CharlesDickens
"['some', 'medicine', 'in', 'a', 'blacking-bottle,', ""offhand.'\n"", '\n', ""'Ah,"", ""there's"", ""promptness,'"", 'said', 'the', 'undertaker.\n', '\n', ""'Promptness,"", ""indeed!'"", 'replied', 'the', 'beadle.', '', ""'But"", ""what's"", 'the', 'consequence;\n', ""what's""]",CharlesDickens
"['the', 'ungrateful', 'behaviour', 'of', 'these', 'rebels,', 'sir?', '', 'Why,', 'the', 'husband\n', 'sends', 'back', 'word', 'that', 'the', 'medicine', ""won't"", 'suit', 'his', ""wife's"", 'complaint,', 'and\n', 'so', 'she']",CharlesDickens
"[""shan't"", 'take', 'it--says', 'she', ""shan't"", 'take', 'it,', 'sir!', '', 'Good,', 'strong,\n', 'wholesome', 'medicine,', 'as', 'was', 'given', 'with', 'great', 'success', 'to', 'two', 'Irish\n', 'labourers', 'and', 'a']",CharlesDickens
"['coal-heaver,', 'only', 'a', 'week', 'before--sent', ""'em"", 'for', 'nothing,\n', 'with', 'a', ""blackin'-bottle"", 'in,--and', 'he', 'sends', 'back', 'word', 'that', 'she', ""shan't"", 'take\n', 'it,', ""sir!'\n"", '\n', 'As', 'the']",CharlesDickens
"['atrocity', 'presented', 'itself', 'to', 'Mr.', ""Bumble's"", 'mind', 'in', 'full', 'force,', 'he\n', 'struck', 'the', 'counter', 'sharply', 'with', 'his', 'cane,', 'and', 'became', 'flushed', 'with\n', 'indignation.\n', '\n', ""'Well,'""]",CharlesDickens
"['said', 'the', 'undertaker,', ""'I"", ""ne--ver--did--'\n"", '\n', ""'Never"", 'did,', ""sir!'"", 'ejaculated', 'the', 'beadle.', '', ""'No,"", 'nor', 'nobody', 'never', 'did;\n', 'but', 'now', ""she's"", 'dead,', ""we've"", 'got', 'to']",CharlesDickens
"['bury', 'her;', 'and', ""that's"", 'the', 'direction;\n', 'and', 'the', 'sooner', ""it's"", 'done,', 'the', ""better.'\n"", '\n', 'Thus', 'saying,', 'Mr.', 'Bumble', 'put', 'on', 'his', 'cocked', 'hat', 'wrong', 'side']",CharlesDickens
"['first,', 'in', 'a\n', 'fever', 'of', 'parochial', 'excitement;', 'and', 'flounced', 'out', 'of', 'the', 'shop.\n', '\n', ""'Why,"", 'he', 'was', 'so', 'angry,', 'Oliver,', 'that', 'he', 'forgot', 'even', 'to']",CharlesDickens
"['ask', 'after', ""you!'\n"", 'said', 'Mr.', 'Sowerberry,', 'looking', 'after', 'the', 'beadle', 'as', 'he', 'strode', 'down', 'the\n', 'street.\n', '\n', ""'Yes,"", ""sir,'"", 'replied', 'Oliver,', 'who', 'had', 'carefully', 'kept']",CharlesDickens
"['himself', 'out', 'of\n', 'sight,', 'during', 'the', 'interview;', 'and', 'who', 'was', 'shaking', 'from', 'head', 'to', 'foot', 'at\n', 'the', 'mere', 'recollection', 'of', 'the', 'sound', 'of', 'Mr.', ""Bumble's""]",CharlesDickens
"['voice.\n', '\n', 'He', ""needn't"", 'haven', 'taken', 'the', 'trouble', 'to', 'shrink', 'from', 'Mr.', ""Bumble's"", 'glance,\n', 'however;', 'for', 'that', 'functionary,', 'on', 'whom', 'the', 'prediction', 'of', 'the', 'gentleman\n']",CharlesDickens
"['in', 'the', 'white', 'waistcoat', 'had', 'made', 'a', 'very', 'strong', 'impression,', 'thought', 'that\n', 'now', 'the', 'undertaker', 'had', 'got', 'Oliver', 'upon', 'trial', 'the', 'subject', 'was', 'better\n', 'avoided,']",CharlesDickens
"['until', 'such', 'time', 'as', 'he', 'should', 'be', 'firmly', 'bound', 'for', 'seven', 'years,\n', 'and', 'all', 'danger', 'of', 'his', 'being', 'returned', 'upon', 'the', 'hands', 'of', 'the', 'parish\n']",CharlesDickens
"['should', 'be', 'thus', 'effectually', 'and', 'legally', 'overcome.\n', '\n', ""'Well,'"", 'said', 'Mr.', 'Sowerberry,', 'taking', 'up', 'his', 'hat,', ""'the"", 'sooner', 'this', 'job', 'is\n', 'done,', 'the', 'better.', '']",CharlesDickens
"['Noah,', 'look', 'after', 'the', 'shop.', 'Oliver,', 'put', 'on', 'your', 'cap,\n', 'and', 'come', 'with', ""me.'"", '', 'Oliver', 'obeyed,', 'and', 'followed', 'his', 'master', 'on', 'his\n', 'professional', 'mission.\n']",CharlesDickens
"['\n', 'They', 'walked', 'on,', 'for', 'some', 'time,', 'through', 'the', 'most', 'crowded', 'and', 'densely\n', 'inhabited', 'part', 'of', 'the', 'town;', 'and', 'then,', 'striking', 'down', 'a', 'narrow', 'street\n']",CharlesDickens
"['more', 'dirty', 'and', 'miserable', 'than', 'any', 'they', 'had', 'yet', 'passed', 'through,', 'paused\n', 'to', 'look', 'for', 'the', 'house', 'which', 'was', 'the', 'object', 'of', 'their', 'search.', '']",CharlesDickens
"['The', 'houses\n', 'on', 'either', 'side', 'were', 'high', 'and', 'large,', 'but', 'very', 'old,', 'and', 'tenanted', 'by\n', 'people', 'of', 'the', 'poorest', 'class:', 'as', 'their', 'neglected', 'appearance', 'would']",CharlesDickens
"['have\n', 'sufficiently', 'denoted,', 'without', 'the', 'concurrent', 'testimony', 'afforded', 'by', 'the\n', 'squalid', 'looks', 'of', 'the', 'few', 'men', 'and', 'women', 'who,', 'with', 'folded', 'arms', 'and', 'bodies\n', 'half']",CharlesDickens
"['doubled,', 'occasionally', 'skulked', 'along.', '', 'A', 'great', 'many', 'of', 'the\n', 'tenements', 'had', 'shop-fronts;', 'but', 'these', 'were', 'fast', 'closed,', 'and', 'mouldering\n', 'away;', 'only', 'the', 'upper', 'rooms']",CharlesDickens
"['being', 'inhabited.', '', 'Some', 'houses', 'which', 'had\n', 'become', 'insecure', 'from', 'age', 'and', 'decay,', 'were', 'prevented', 'from', 'falling', 'into\n', 'the', 'street,', 'by', 'huge', 'beams', 'of', 'wood']",CharlesDickens
"['reared', 'against', 'the', 'walls,', 'and', 'firmly\n', 'planted', 'in', 'the', 'road;', 'but', 'even', 'these', 'crazy', 'dens', 'seemed', 'to', 'have', 'been\n', 'selected', 'as', 'the', 'nightly', 'haunts', 'of']",CharlesDickens
"['some', 'houseless', 'wretches,', 'for', 'many', 'of\n', 'the', 'rough', 'boards', 'which', 'supplied', 'the', 'place', 'of', 'door', 'and', 'window,', 'were\n', 'wrenched', 'from', 'their', 'positions,', 'to', 'afford', 'an']",CharlesDickens
"['aperture', 'wide', 'enough', 'for\n', 'the', 'passage', 'of', 'a', 'human', 'body.', '', 'The', 'kennel', 'was', 'stagnant', 'and', 'filthy.', 'The\n', 'very', 'rats,', 'which', 'here', 'and', 'there', 'lay']",CharlesDickens
"['putrefying', 'in', 'its', 'rottenness,', 'were\n', 'hideous', 'with', 'famine.\n', '\n', 'There', 'was', 'neither', 'knocker', 'nor', 'bell-handle', 'at', 'the', 'open', 'door', 'where', 'Oliver\n', 'and', 'his', 'master', 'stopped;']",CharlesDickens
"['so,', 'groping', 'his', 'way', 'cautiously', 'through', 'the', 'dark\n', 'passage,', 'and', 'bidding', 'Oliver', 'keep', 'close', 'to', 'him', 'and', 'not', 'be', 'afraid', 'the\n', 'undertaker', 'mounted', 'to', 'the']",CharlesDickens
"['top', 'of', 'the', 'first', 'flight', 'of', 'stairs.', '', 'Stumbling\n', 'against', 'a', 'door', 'on', 'the', 'landing,', 'he', 'rapped', 'at', 'it', 'with', 'his', 'knuckles.\n', '\n', 'It', 'was']",CharlesDickens
"['opened', 'by', 'a', 'young', 'girl', 'of', 'thirteen', 'or', 'fourteen.', '', 'The', 'undertaker\n', 'at', 'once', 'saw', 'enough', 'of', 'what', 'the', 'room', 'contained,', 'to', 'know', 'it', 'was']",CharlesDickens
"['the\n', 'apartment', 'to', 'which', 'he', 'had', 'been', 'directed.', '', 'He', 'stepped', 'in;', 'Oliver\n', 'followed', 'him.\n', '\n', 'There', 'was', 'no', 'fire', 'in', 'the', 'room;', 'but', 'a']",CharlesDickens
"['man', 'was', 'crouching,', 'mechanically,\n', 'over', 'the', 'empty', 'stove.', '', 'An', 'old', 'woman,', 'too,', 'had', 'drawn', 'a', 'low', 'stool', 'to', 'the\n', 'cold', 'hearth,', 'and', 'was', 'sitting']",CharlesDickens
"['beside', 'him.', 'There', 'were', 'some', 'ragged\n', 'children', 'in', 'another', 'corner;', 'and', 'in', 'a', 'small', 'recess,', 'opposite', 'the', 'door,\n', 'there', 'lay', 'upon', 'the', 'ground,', 'something', 'covered']",CharlesDickens
"['with', 'an', 'old', 'blanket.\n', 'Oliver', 'shuddered', 'as', 'he', 'cast', 'his', 'eyes', 'toward', 'the', 'place,', 'and', 'crept\n', 'involuntarily', 'closer', 'to', 'his', 'master;', 'for', 'though', 'it', 'was']",CharlesDickens
"['covered', 'up,', 'the\n', 'boy', 'felt', 'that', 'it', 'was', 'a', 'corpse.\n', '\n', 'The', ""man's"", 'face', 'was', 'thin', 'and', 'very', 'pale;', 'his', 'hair', 'and', 'beard', 'were', 'grizzly;\n']",CharlesDickens
"['his', 'eyes', 'were', 'bloodshot.', '', 'The', 'old', ""woman's"", 'face', 'was', 'wrinkled;', 'her', 'two\n', 'remaining', 'teeth', 'protruded', 'over', 'her', 'under', 'lip;', 'and', 'her', 'eyes', 'were', 'bright\n']",CharlesDickens
"['and', 'piercing.', '', 'Oliver', 'was', 'afraid', 'to', 'look', 'at', 'either', 'her', 'or', 'the', 'man.\n', 'They', 'seemed', 'so', 'like', 'the', 'rats', 'he', 'had', 'seen', 'outside.\n', '\n']",CharlesDickens
"[""'Nobody"", 'shall', 'go', 'near', ""her,'"", 'said', 'the', 'man,', 'starting', 'fiercely', 'up,', 'as', 'the\n', 'undertaker', 'approached', 'the', 'recess.', ""'Keep"", 'back!', 'Damn', 'you,', 'keep', 'back,', 'if\n', ""you've""]",CharlesDickens
"['a', 'life', 'to', ""lose!'\n"", '\n', ""'Nonsense,"", 'my', 'good', ""man,'"", 'said', 'the', 'undertaker,', 'who', 'was', 'pretty', 'well', 'used\n', 'to', 'misery', 'in', 'all', 'its', 'shapes.', '', ""'Nonsense!'\n""]",CharlesDickens
"['\n', ""'I"", 'tell', ""you,'"", 'said', 'the', 'man:', '', 'clenching', 'his', 'hands,', 'and', 'stamping\n', 'furiously', 'on', 'the', ""floor,--'I"", 'tell', 'you', 'I', ""won't"", 'have', 'her', 'put', 'into']",CharlesDickens
"['the\n', 'ground.', '', 'She', ""couldn't"", 'rest', 'there.', '', 'The', 'worms', 'would', 'worry', 'her--not', 'eat\n', 'her--she', 'is', 'so', 'worn', ""away.'\n"", '\n', 'The', 'undertaker', 'offered', 'no', 'reply']",CharlesDickens
"['to', 'this', 'raving;', 'but', 'producing', 'a', 'tape\n', 'from', 'his', 'pocket,', 'knelt', 'down', 'for', 'a', 'moment', 'by', 'the', 'side', 'of', 'the', 'body.\n', '\n', ""'Ah!'"", 'said', 'the']",CharlesDickens
"['man:', 'bursting', 'into', 'tears,', 'and', 'sinking', 'on', 'his', 'knees', 'at\n', 'the', 'feet', 'of', 'the', 'dead', 'woman;', ""'kneel"", 'down,', 'kneel', 'down--kneel', 'round', 'her,\n', 'every', 'one', 'of']",CharlesDickens
"['you,', 'and', 'mark', 'my', 'words!', '', 'I', 'say', 'she', 'was', 'starved', 'to', 'death.\n', 'I', 'never', 'knew', 'how', 'bad', 'she', 'was,', 'till', 'the', 'fever', 'came', 'upon']",CharlesDickens
"['her;', 'and', 'then\n', 'her', 'bones', 'were', 'starting', 'through', 'the', 'skin.', '', 'There', 'was', 'neither', 'fire', 'nor\n', 'candle;', 'she', 'died', 'in', 'the', 'dark--in', 'the', 'dark!', '']",CharlesDickens
"['She', ""couldn't"", 'even', 'see', 'her\n', ""children's"", 'faces,', 'though', 'we', 'heard', 'her', 'gasping', 'out', 'their', 'names.', 'I', 'begged\n', 'for', 'her', 'in', 'the', 'streets:', 'and', 'they', 'sent']",CharlesDickens
"['me', 'to', 'prison.', 'When', 'I', 'came', 'back,\n', 'she', 'was', 'dying;', 'and', 'all', 'the', 'blood', 'in', 'my', 'heart', 'has', 'dried', 'up,', 'for', 'they\n', 'starved', 'her', 'to']",CharlesDickens
"['death.', '', 'I', 'swear', 'it', 'before', 'the', 'God', 'that', 'saw', 'it!', 'They\n', 'starved', ""her!'"", '', 'He', 'twined', 'his', 'hands', 'in', 'his', 'hair;', 'and,', 'with', 'a']",CharlesDickens
"['loud\n', 'scream,', 'rolled', 'grovelling', 'upon', 'the', 'floor:', 'his', 'eyes', 'fixed,', 'and', 'the', 'foam\n', 'covering', 'his', 'lips.\n', '\n', 'The', 'terrified', 'children', 'cried', 'bitterly;', 'but', 'the', 'old']",CharlesDickens
"['woman,', 'who', 'had\n', 'hitherto', 'remained', 'as', 'quiet', 'as', 'if', 'she', 'had', 'been', 'wholly', 'deaf', 'to', 'all', 'that\n', 'passed,', 'menaced', 'them', 'into', 'silence.', '', 'Having', 'unloosened']",CharlesDickens
"['the', 'cravat', 'of', 'the\n', 'man', 'who', 'still', 'remained', 'extended', 'on', 'the', 'ground,', 'she', 'tottered', 'towards', 'the\n', 'undertaker.\n', '\n', ""'She"", 'was', 'my', ""daughter,'"", 'said', 'the', 'old']",CharlesDickens
"['woman,', 'nodding', 'her', 'head', 'in', 'the\n', 'direction', 'of', 'the', 'corpse;', 'and', 'speaking', 'with', 'an', 'idiotic', 'leer,', 'more\n', 'ghastly', 'than', 'even', 'the', 'presence', 'of', 'death', 'in']",CharlesDickens
"['such', 'a', 'place.', ""'Lord,"", 'Lord!\n', 'Well,', 'it', '_is_', 'strange', 'that', 'I', 'who', 'gave', 'birth', 'to', 'her,', 'and', 'was', 'a', 'woman\n', 'then,', 'should', 'be', 'alive', 'and']",CharlesDickens
"['merry', 'now,', 'and', 'she', 'lying', 'there:', 'so', 'cold', 'and\n', 'stiff!', '', 'Lord,', 'Lord!--to', 'think', 'of', 'it;', ""it's"", 'as', 'good', 'as', 'a', 'play--as', 'good', 'as\n', 'a']",CharlesDickens
"[""play!'\n"", '\n', 'As', 'the', 'wretched', 'creature', 'mumbled', 'and', 'chuckled', 'in', 'her', 'hideous', 'merriment,\n', 'the', 'undertaker', 'turned', 'to', 'go', 'away.\n', '\n', ""'Stop,"", ""stop!'"", 'said', 'the', 'old']",CharlesDickens
"['woman', 'in', 'a', 'loud', 'whisper.', '', ""'Will"", 'she', 'be\n', 'buried', 'to-morrow,', 'or', 'next', 'day,', 'or', 'to-night?', '', 'I', 'laid', 'her', 'out;', 'and', 'I', 'must\n', 'walk,']",CharlesDickens
"['you', 'know.', '', 'Send', 'me', 'a', 'large', 'cloak:', 'a', 'good', 'warm', 'one:', 'for', 'it', 'is\n', 'bitter', 'cold.', '', 'We', 'should', 'have', 'cake', 'and', 'wine,', 'too,']",CharlesDickens
"['before', 'we', 'go!', '', 'Never\n', 'mind;', 'send', 'some', 'bread--only', 'a', 'loaf', 'of', 'bread', 'and', 'a', 'cup', 'of', 'water.', '', 'Shall\n', 'we', 'have', 'some', 'bread,', ""dear?'""]",CharlesDickens
"['she', 'said', 'eagerly:', 'catching', 'at', 'the\n', ""undertaker's"", 'coat,', 'as', 'he', 'once', 'more', 'moved', 'towards', 'the', 'door.\n', '\n', ""'Yes,"", ""yes,'"", 'said', 'the', ""undertaker,'of"", 'course.', '', 'Anything']",CharlesDickens
"['you', ""like!'"", 'He\n', 'disengaged', 'himself', 'from', 'the', 'old', ""woman's"", 'grasp;', 'and,', 'drawing', 'Oliver\n', 'after', 'him,', 'hurried', 'away.\n', '\n', 'The', 'next', 'day,', '(the', 'family', 'having', 'been']",CharlesDickens
"['meanwhile', 'relieved', 'with', 'a\n', 'half-quartern', 'loaf', 'and', 'a', 'piece', 'of', 'cheese,', 'left', 'with', 'them', 'by', 'Mr.', 'Bumble\n', 'himself,)', 'Oliver', 'and', 'his', 'master', 'returned', 'to', 'the']",CharlesDickens
"['miserable', 'abode;', 'where\n', 'Mr.', 'Bumble', 'had', 'already', 'arrived,', 'accompanied', 'by', 'four', 'men', 'from', 'the\n', 'workhouse,', 'who', 'were', 'to', 'act', 'as', 'bearers.', '', 'An', 'old', 'black']",CharlesDickens
"['cloak', 'had', 'been\n', 'thrown', 'over', 'the', 'rags', 'of', 'the', 'old', 'woman', 'and', 'the', 'man;', 'and', 'the', 'bare', 'coffin\n', 'having', 'been', 'screwed', 'down,', 'was', 'hoisted', 'on']",CharlesDickens
"['the', 'shoulders', 'of', 'the', 'bearers,\n', 'and', 'carried', 'into', 'the', 'street.\n', '\n', ""'Now,"", 'you', 'must', 'put', 'your', 'best', 'leg', 'foremost,', 'old', ""lady!'"", 'whispered\n', 'Sowerberry', 'in', 'the']",CharlesDickens
"['old', ""woman's"", 'ear;', ""'we"", 'are', 'rather', 'late;', 'and', 'it', ""won't\n"", 'do,', 'to', 'keep', 'the', 'clergyman', 'waiting.', '', 'Move', 'on,', 'my', 'men,--as', 'quick', 'as', 'you\n', ""like!'\n""]",CharlesDickens
"['\n', 'Thus', 'directed,', 'the', 'bearers', 'trotted', 'on', 'under', 'their', 'light', 'burden;', 'and', 'the\n', 'two', 'mourners', 'kept', 'as', 'near', 'them,', 'as', 'they', 'could.', '', 'Mr.', 'Bumble']",CharlesDickens
"['and\n', 'Sowerberry', 'walked', 'at', 'a', 'good', 'smart', 'pace', 'in', 'front;', 'and', 'Oliver,', 'whose', 'legs\n', 'were', 'not', 'so', 'long', 'as', 'his', ""master's,"", 'ran', 'by', 'the', 'side.\n']",CharlesDickens
"['\n', 'There', 'was', 'not', 'so', 'great', 'a', 'necessity', 'for', 'hurrying', 'as', 'Mr.', 'Sowerberry', 'had\n', 'anticipated,', 'however;', 'for', 'when', 'they', 'reached', 'the', 'obscure', 'corner', 'of', 'the\n']",CharlesDickens
"['churchyard', 'in', 'which', 'the', 'nettles', 'grew,', 'and', 'where', 'the', 'parish', 'graves', 'were\n', 'made,', 'the', 'clergyman', 'had', 'not', 'arrived;', 'and', 'the', 'clerk,', 'who', 'was', 'sitting', 'by\n']",CharlesDickens
"['the', 'vestry-room', 'fire,', 'seemed', 'to', 'think', 'it', 'by', 'no', 'means', 'improbable', 'that', 'it\n', 'might', 'be', 'an', 'hour', 'or', 'so,', 'before', 'he', 'came.', '', 'So,', 'they']",CharlesDickens
"['put', 'the', 'bier', 'on', 'the\n', 'brink', 'of', 'the', 'grave;', 'and', 'the', 'two', 'mourners', 'waited', 'patiently', 'in', 'the', 'damp\n', 'clay,', 'with', 'a', 'cold', 'rain', 'drizzling', 'down,']",CharlesDickens
"['while', 'the', 'ragged', 'boys', 'whom', 'the\n', 'spectacle', 'had', 'attracted', 'into', 'the', 'churchyard', 'played', 'a', 'noisy', 'game', 'at\n', 'hide-and-seek', 'among', 'the', 'tombstones,', 'or', 'varied', 'their', 'amusements']",CharlesDickens
"['by\n', 'jumping', 'backwards', 'and', 'forwards', 'over', 'the', 'coffin.', '', 'Mr.', 'Sowerberry', 'and\n', 'Bumble,', 'being', 'personal', 'friends', 'of', 'the', 'clerk,', 'sat', 'by', 'the', 'fire', 'with', 'him,\n']",CharlesDickens
"['and', 'read', 'the', 'paper.\n', '\n', 'At', 'length,', 'after', 'a', 'lapse', 'of', 'something', 'more', 'than', 'an', 'hour,', 'Mr.', 'Bumble,\n', 'and', 'Sowerberry,', 'and', 'the', 'clerk,', 'were', 'seen']",CharlesDickens
"['running', 'towards', 'the', 'grave.\n', 'Immediately', 'afterwards,', 'the', 'clergyman', 'appeared:', 'putting', 'on', 'his', 'surplice\n', 'as', 'he', 'came', 'along.', '', 'Mr.', 'Bumble', 'then', 'thrashed', 'a', 'boy', 'or']",CharlesDickens
"['two,', 'to', 'keep', 'up\n', 'appearances;', 'and', 'the', 'reverend', 'gentleman,', 'having', 'read', 'as', 'much', 'of', 'the\n', 'burial', 'service', 'as', 'could', 'be', 'compressed', 'into', 'four', 'minutes,', 'gave']",CharlesDickens
"['his\n', 'surplice', 'to', 'the', 'clerk,', 'and', 'walked', 'away', 'again.\n', '\n', ""'Now,"", ""Bill!'"", 'said', 'Sowerberry', 'to', 'the', 'grave-digger.', ""'Fill"", ""up!'\n"", '\n', 'It', 'was', 'no', 'very', 'difficult']",CharlesDickens
"['task,', 'for', 'the', 'grave', 'was', 'so', 'full,', 'that', 'the\n', 'uppermost', 'coffin', 'was', 'within', 'a', 'few', 'feet', 'of', 'the', 'surface.', '', 'The\n', 'grave-digger', 'shovelled', 'in', 'the']",CharlesDickens
"['earth;', 'stamped', 'it', 'loosely', 'down', 'with', 'his\n', 'feet:', 'shouldered', 'his', 'spade;', 'and', 'walked', 'off,', 'followed', 'by', 'the', 'boys,', 'who\n', 'murmured', 'very', 'loud', 'complaints', 'at', 'the']",CharlesDickens
"['fun', 'being', 'over', 'so', 'soon.\n', '\n', ""'Come,"", 'my', 'good', ""fellow!'"", 'said', 'Bumble,', 'tapping', 'the', 'man', 'on', 'the', 'back.', ""'They\n"", 'want', 'to', 'shut', 'up', 'the', ""yard.'\n""]",CharlesDickens
"['\n', 'The', 'man', 'who', 'had', 'never', 'once', 'moved,', 'since', 'he', 'had', 'taken', 'his', 'station', 'by', 'the\n', 'grave', 'side,', 'started,', 'raised', 'his', 'head,', 'stared', 'at', 'the']",CharlesDickens
"['person', 'who', 'had\n', 'addressed', 'him,', 'walked', 'forward', 'for', 'a', 'few', 'paces;', 'and', 'fell', 'down', 'in', 'a\n', 'swoon.', '', 'The', 'crazy', 'old', 'woman', 'was', 'too', 'much']",CharlesDickens
"['occupied', 'in', 'bewailing', 'the', 'loss\n', 'of', 'her', 'cloak', '(which', 'the', 'undertaker', 'had', 'taken', 'off),', 'to', 'pay', 'him', 'any\n', 'attention;', 'so', 'they', 'threw', 'a', 'can', 'of']",CharlesDickens
"['cold', 'water', 'over', 'him;', 'and', 'when', 'he', 'came\n', 'to,', 'saw', 'him', 'safely', 'out', 'of', 'the', 'churchyard,', 'locked', 'the', 'gate,', 'and', 'departed\n', 'on', 'their', 'different', 'ways.\n']",CharlesDickens
"['\n', ""'Well,"", ""Oliver,'"", 'said', 'Sowerberry,', 'as', 'they', 'walked', 'home,', ""'how"", 'do', 'you', 'like\n', ""it?'\n"", '\n', ""'Pretty"", 'well,', 'thank', 'you,', ""sir'"", 'replied', 'Oliver,', 'with', 'considerable\n', 'hesitation.']",CharlesDickens
"['', ""'Not"", 'very', 'much,', ""sir.'\n"", '\n', ""'Ah,"", ""you'll"", 'get', 'used', 'to', 'it', 'in', 'time,', ""Oliver,'"", 'said', 'Sowerberry.', ""'Nothing\n"", 'when', 'you', '_are_', 'used', 'to', 'it,', 'my']",CharlesDickens
"[""boy.'\n"", '\n', 'Oliver', 'wondered,', 'in', 'his', 'own', 'mind,', 'whether', 'it', 'had', 'taken', 'a', 'very', 'long', 'time\n', 'to', 'get', 'Mr.', 'Sowerberry', 'used', 'to', 'it.', '', 'But']",CharlesDickens
"['he', 'thought', 'it', 'better', 'not', 'to', 'ask\n', 'the', 'question;', 'and', 'walked', 'back', 'to', 'the', 'shop:', 'thinking', 'over', 'all', 'he', 'had\n', 'seen', 'and', 'heard.\n', '\n', '\n']",CharlesDickens
